,station,to_station,#_of_rooms,floor_plan,area,tx.yr.,age,bldg.struct.,LUZ,renovation,price
4527,甲子園口,13.0,4.0,３ＤＫ,45.0,2015.0,43.0,鉄骨造,２中住専,未改装,600.0
4528,甲東園,4.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＲＣ,１中住専,未改装,3900.0
4529,甲陽園,5.0,4.0,３ＬＤＫ,75.0,2015.0,9.0,ＲＣ,１低住専,未改装,3600.0
4530,香櫨園,9.0,3.0,２ＬＤＫ,85.0,2015.0,18.0,ＲＣ,１中住専,未改装,2700.0
4531,香櫨園,11.0,5.0,４ＬＤＫ,95.0,2015.0,17.0,ＲＣ,１中住専,未改装,3700.0
4532,香櫨園,7.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＲＣ,１中住専,未改装,2300.0
4533,香櫨園,10.0,4.0,３ＬＤＫ,65.0,2015.0,15.0,ＲＣ,１中住専,改装済み,2400.0
4534,香櫨園,8.0,4.0,３ＬＤＫ,75.0,2015.0,15.0,ＲＣ,１中住専,未改装,3100.0
4535,香櫨園,7.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＲＣ,１中住専,未改装,2500.0
4536,香櫨園,8.0,4.0,３ＬＤＫ,70.0,2015.0,15.0,ＲＣ,１中住専,改装済み,2600.0
4537,香櫨園,5.0,2.0,１ＬＤＫ,50.0,2015.0,31.0,ＲＣ,１中住専,未改装,550.0
4538,香櫨園,5.0,4.0,３ＬＤＫ,80.0,2015.0,31.0,ＲＣ,１中住専,未改装,2400.0
4540,香櫨園,2.0,4.0,３ＬＤＫ,80.0,2015.0,17.0,ＳＲＣ,１中住専,未改装,3100.0
4542,西宮北口,13.0,4.0,３ＬＤＫ,70.0,2015.0,2.0,ＲＣ,１中住専,未改装,4100.0
4543,苦楽園口,8.0,3.0,２ＬＤＫ,70.0,2015.0,15.0,ＲＣ,１中住専,改装済み,2800.0
4544,甲陽園,8.0,4.0,３ＬＤＫ,75.0,2015.0,15.0,ＲＣ,１種住居,未改装,2800.0
4545,西宮北口,8.0,4.0,３ＬＤＫ,65.0,2015.0,16.0,ＲＣ,１中住専,未改装,3100.0
4546,西宮北口,6.0,3.0,２ＬＤＫ,60.0,2015.0,16.0,ＲＣ,１中住専,未改装,3100.0
4547,西宮北口,5.0,4.0,３ＬＤＫ,75.0,2015.0,17.0,ＲＣ,１中住専,未改装,2900.0
4548,夙川,6.0,4.0,３ＬＤＫ,85.0,2015.0,8.0,ＲＣ,１中住専,未改装,6200.0
4549,西宮(阪神),12.0,4.0,３ＬＤＫ,65.0,2015.0,41.0,ＳＲＣ,準工業,未改装,850.0
4550,西宮(阪神),14.0,3.0,２ＬＤＫ,75.0,2015.0,41.0,ＳＲＣ,準工業,改装済み,1300.0
4551,西宮(阪神),12.0,4.0,３ＬＤＫ,65.0,2015.0,41.0,ＳＲＣ,準工業,未改装,1100.0
4552,甲子園口,8.0,4.0,３ＬＤＫ,80.0,2015.0,8.0,ＲＣ,１中住専,未改装,4700.0
4554,甲子園口,8.0,4.0,３ＬＤＫ,70.0,2015.0,8.0,ＲＣ,１中住専,未改装,4300.0
4555,甲子園口,8.0,4.0,３ＬＤＫ,55.0,2015.0,38.0,ＲＣ,１中住専,未改装,1500.0
4556,苦楽園口,14.0,4.0,３ＬＤＫ,75.0,2015.0,41.0,ＲＣ,１低住専,未改装,1200.0
4557,夙川,9.0,4.0,３ＬＤＫ,95.0,2015.0,19.0,ＲＣ,１中住専,未改装,4200.0
4558,夙川,6.0,4.0,２ＬＤＫ＋Ｓ,75.0,2015.0,17.0,ＲＣ,１中住専,未改装,3900.0
4560,甲子園口,14.0,5.0,４ＬＤＫ,90.0,2015.0,18.0,ＲＣ,１中住専,未改装,3400.0
4561,甲子園口,11.0,4.0,３ＬＤＫ,70.0,2015.0,15.0,ＲＣ,１中住専,未改装,3500.0
4562,甲子園口,11.0,4.0,３ＬＤＫ,75.0,2015.0,15.0,ＲＣ,１中住専,未改装,4000.0
4563,甲子園口,14.0,4.0,３ＬＤＫ,70.0,2015.0,14.0,ＲＣ,１種住居,未改装,3500.0
4565,甲子園,6.0,4.0,３ＬＤＫ,95.0,2015.0,29.0,ＲＣ,２種住居,未改装,2900.0
4566,甲子園,5.0,2.0,１ＬＤＫ,40.0,2015.0,46.0,ＲＣ,近隣商業,改装済み,880.0
4568,鳴尾・武庫川女子大前,6.0,4.0,３ＬＤＫ,60.0,2015.0,42.0,ＲＣ,２種住居,改装済み,1900.0
4569,甲子園,14.0,4.0,３ＬＤＫ,80.0,2015.0,9.0,ＲＣ,２種住居,未改装,3400.0
4570,甲子園,4.0,5.0,４ＬＤＫ,95.0,2015.0,10.0,ＲＣ,２中住専,未改装,5800.0
4571,甲子園口,10.0,4.0,３ＬＤＫ,65.0,2015.0,18.0,ＲＣ,１中住専,未改装,2100.0
4573,甲子園口,1.0,4.0,３ＬＤＫ,65.0,2015.0,17.0,ＳＲＣ,近隣商業,改装済み,3500.0
4574,甲子園口,5.0,4.0,３ＬＤＫ,65.0,2015.0,3.0,ＲＣ,１中住専,未改装,4000.0
4575,甲子園口,3.0,2.0,１Ｋ,20.0,2015.0,31.0,ＲＣ,１中住専,改装済み,620.0
4576,甲子園口,4.0,4.0,３ＬＤＫ,75.0,2015.0,9.0,ＲＣ,１中住専,未改装,2800.0
4579,甲子園口,5.0,5.0,４ＬＤＫ,75.0,2015.0,45.0,ＳＲＣ,１中住専,未改装,1100.0
4580,久寿川,8.0,4.0,３ＬＤＫ,60.0,2015.0,19.0,ＲＣ,１種住居,改装済み,2000.0
4581,久寿川,6.0,5.0,４ＬＤＫ,70.0,2015.0,13.0,ＲＣ,１種住居,未改装,3000.0
4582,甲子園,4.0,4.0,３ＬＤＫ,60.0,2015.0,9.0,ＲＣ,近隣商業,改装済み,3200.0
4583,甲子園,9.0,4.0,３ＬＤＫ,65.0,2015.0,19.0,ＲＣ,１種住居,改装済み,2200.0
4584,甲子園,9.0,4.0,３ＬＤＫ,70.0,2015.0,2.0,ＲＣ,１中住専,未改装,4000.0
4585,甲子園,8.0,3.0,２ＬＤＫ,75.0,2015.0,4.0,ＲＣ,１中住専,改装済み,4200.0
4586,甲子園,10.0,4.0,３ＬＤＫ,70.0,2015.0,14.0,ＲＣ,２中住専,未改装,2600.0
4588,甲子園,11.0,4.0,３ＬＤＫ,75.0,2015.0,16.0,ＲＣ,１中住専,未改装,2800.0
4589,甲陽園,15.0,4.0,３ＬＤＫ,75.0,2015.0,17.0,ＲＣ,１中住専,未改装,2000.0
4591,甲陽園,12.0,4.0,３ＬＤＫ,75.0,2015.0,10.0,ＲＣ,１低住専,改装済み,2700.0
4592,甲陽園,14.0,4.0,３ＬＤＫ,80.0,2015.0,2.0,ＲＣ,１中住専,改装済み,3400.0
4593,甲陽園,6.0,4.0,３ＬＤＫ,70.0,2015.0,9.0,ＲＣ,１中住専,未改装,3000.0
4594,甲陽園,3.0,4.0,３ＬＤＫ,75.0,2015.0,38.0,ＳＲＣ,近隣商業,未改装,1400.0
4595,甲陽園,2.0,4.0,３ＬＤＫ,70.0,2015.0,44.0,ＲＣ,近隣商業,未改装,1200.0
4596,甲陽園,1.0,4.0,３ＬＤＫ,70.0,2015.0,44.0,ＲＣ,近隣商業,未改装,1600.0
4597,甲陽園,4.0,4.0,３ＬＤＫ,85.0,2015.0,27.0,ＲＣ,近隣商業,未改装,2500.0
4598,甲陽園,4.0,3.0,２ＬＤＫ,55.0,2015.0,38.0,ＳＲＣ,近隣商業,改装済み,990.0
4599,甲陽園,4.0,3.0,２ＬＤＫ,65.0,2015.0,38.0,ＳＲＣ,近隣商業,未改装,1300.0
4600,甲陽園,5.0,4.0,３ＬＤＫ,85.0,2015.0,15.0,ＲＣ,１中住専,未改装,3000.0
4601,甲子園口,15.0,4.0,３ＬＤＫ,65.0,2015.0,16.0,ＲＣ,２種住居,未改装,2900.0
4602,夙川,6.0,4.0,３ＬＤＫ,70.0,2015.0,10.0,ＲＣ,１種住居,未改装,3600.0
4603,夙川,2.0,4.0,３ＬＤＫ,65.0,2015.0,15.0,ＲＣ,１中住専,未改装,3800.0
4604,夙川,4.0,3.0,２ＬＤＫ,80.0,2015.0,20.0,ＲＣ,１種住居,未改装,3200.0
4605,鳴尾・武庫川女子大前,14.0,5.0,４ＬＤＫ,80.0,2015.0,11.0,ＲＣ,２中住専,改装済み,3600.0
4608,鳴尾・武庫川女子大前,8.0,3.0,２ＬＤＫ,55.0,2015.0,43.0,ＳＲＣ,１種住居,未改装,800.0
4609,鳴尾・武庫川女子大前,7.0,4.0,３ＬＤＫ,75.0,2015.0,25.0,ＲＣ,１種住居,未改装,1700.0
4610,武庫川,9.0,4.0,３ＬＤＫ,65.0,2015.0,6.0,ＲＣ,２中住専,未改装,3100.0
4611,武庫川,6.0,3.0,２ＬＤＫ,65.0,2015.0,6.0,ＲＣ,２中住専,改装済み,3000.0
4612,武庫川,7.0,4.0,３ＬＤＫ,70.0,2015.0,11.0,ＲＣ,１種住居,改装済み,2800.0
4614,苦楽園口,10.0,4.0,３ＬＤＫ,85.0,2015.0,11.0,ＲＣ,１低住専,未改装,4500.0
4615,苦楽園口,8.0,4.0,３ＬＤＫ,85.0,2015.0,15.0,ＲＣ,１低住専,改装済み,4800.0
4616,さくら夙川,4.0,3.0,２ＬＤＫ,60.0,2015.0,15.0,ＲＣ,近隣商業,未改装,2100.0
4617,生瀬,14.0,4.0,３ＬＤＫ,80.0,2015.0,23.0,ＲＣ,１中住専,改装済み,900.0
4618,西宮名塩,8.0,4.0,３ＬＤＫ,65.0,2015.0,16.0,ＲＣ,１中住専,未改装,1000.0
4619,苦楽園口,10.0,4.0,３ＬＤＫ,70.0,2015.0,11.0,ＲＣ,１中住専,改装済み,2800.0
4620,苦楽園口,10.0,5.0,４ＬＤＫ,85.0,2015.0,18.0,ＲＣ,１中住専,未改装,3200.0
4621,甲陽園,11.0,4.0,３ＬＤＫ,70.0,2015.0,18.0,ＲＣ,１中住専,改装済み,2500.0
4622,夙川,9.0,4.0,３ＬＤＫ,75.0,2015.0,19.0,ＲＣ,１中住専,未改装,3400.0
4623,香櫨園,11.0,5.0,４ＬＤＫ,95.0,2015.0,8.0,ＲＣ,１中住専,未改装,4100.0
4625,香櫨園,13.0,4.0,３ＬＤＫ,75.0,2015.0,8.0,ＲＣ,１中住専,未改装,2800.0
4626,香櫨園,13.0,4.0,３ＬＤＫ,70.0,2015.0,8.0,ＲＣ,１中住専,未改装,3200.0
4627,苦楽園口,12.0,4.0,３ＬＤＫ,85.0,2015.0,10.0,ＲＣ,１低住専,未改装,3900.0
4628,西宮(ＪＲ),9.0,4.0,３ＬＤＫ,70.0,2015.0,1.0,ＲＣ,準工業,未改装,3200.0
4629,西宮(ＪＲ),8.0,4.0,３ＬＤＫ,75.0,2015.0,1.0,ＲＣ,準工業,改装済み,4500.0
4630,阪神国道,3.0,4.0,３ＬＤＫ,70.0,2015.0,1.0,ＲＣ,準工業,未改装,4100.0
4631,西宮(阪神),9.0,5.0,４ＬＤＫ,75.0,2015.0,17.0,ＲＣ,近隣商業,未改装,2800.0
4632,苦楽園口,18.0,4.0,３ＬＤＫ,115.0,2015.0,12.0,ＲＣ,１低住専,未改装,4900.0
4633,苦楽園口,15.0,4.0,３ＬＤＫ,65.0,2015.0,0.0,ＲＣ,１中住専,未改装,800.0
4634,苦楽園口,16.0,4.0,３ＬＤＫ,105.0,2015.0,10.0,ＲＣ,１中住専,未改装,4400.0
4635,苦楽園口,14.0,4.0,３ＬＤＫ,75.0,2015.0,10.0,ＲＣ,１中住専,未改装,2700.0
4636,西宮北口,25.0,4.0,３ＬＤＫ,75.0,2015.0,38.0,ＲＣ,１中住専,未改装,1200.0
4637,西宮北口,14.0,4.0,３ＬＤＫ,60.0,2015.0,42.0,ＲＣ,１中住専,未改装,1600.0
4638,西宮北口,30.0,5.0,４ＬＤＫ,75.0,2015.0,30.0,ＲＣ,１中住専,改装済み,1400.0
4639,西宮北口,25.0,4.0,３ＬＤＫ,65.0,2015.0,26.0,ＲＣ,１中住専,未改装,1100.0
4640,武庫川団地前,5.0,4.0,３ＬＤＫ,95.0,2015.0,26.0,ＳＲＣ,１中住専,未改装,1800.0
4641,武庫川団地前,10.0,4.0,３ＬＤＫ,95.0,2015.0,30.0,ＳＲＣ,１中住専,未改装,1700.0
4642,武庫川団地前,13.0,5.0,４ＬＤＫ,125.0,2015.0,30.0,ＳＲＣ,１中住専,未改装,2300.0
4643,武庫川団地前,11.0,4.0,３ＬＤＫ,65.0,2015.0,32.0,ＳＲＣ,１中住専,未改装,1300.0
4644,武庫川団地前,13.0,3.0,２ＬＤＫ,65.0,2015.0,30.0,ＳＲＣ,１中住専,未改装,900.0
4645,武庫川団地前,11.0,4.0,３ＬＤＫ,65.0,2015.0,30.0,ＳＲＣ,１中住専,未改装,1500.0
4646,武庫川団地前,8.0,4.0,３ＬＤＫ,80.0,2015.0,20.0,ＲＣ,１中住専,未改装,1600.0
4647,武庫川団地前,5.0,4.0,３ＬＤＫ,75.0,2015.0,24.0,ＲＣ,１中住専,未改装,1600.0
4650,西宮北口,10.0,4.0,３ＬＤＫ,70.0,2015.0,18.0,ＲＣ,準工業,未改装,2300.0
4651,西宮北口,11.0,4.0,３ＬＤＫ,60.0,2015.0,40.0,ＳＲＣ,準工業,未改装,1200.0
4652,西宮北口,10.0,4.0,３ＬＤＫ,65.0,2015.0,16.0,ＲＣ,準工業,未改装,2600.0
4653,西宮北口,2.0,2.0,１ＤＫ,70.0,2015.0,7.0,ＲＣ,商業,未改装,5500.0
4654,西宮北口,9.0,4.0,３ＬＤＫ,70.0,2015.0,1.0,ＲＣ,１種住居,未改装,3700.0
4655,西宮北口,9.0,5.0,４ＬＤＫ,75.0,2015.0,10.0,ＲＣ,１種住居,未改装,3500.0
4656,西宮北口,10.0,4.0,３ＬＤＫ,65.0,2015.0,10.0,ＲＣ,１種住居,未改装,2900.0
4657,西宮北口,11.0,4.0,３ＬＤＫ,65.0,2015.0,16.0,ＳＲＣ,１種住居,未改装,2000.0
4658,香櫨園,10.0,4.0,３ＬＤＫ,85.0,2015.0,14.0,ＲＣ,１種住居,未改装,3000.0
4659,西宮(阪神),2.0,3.0,２ＬＤＫ,60.0,2015.0,12.0,ＲＣ,商業,未改装,3400.0
4660,西宮(阪神),3.0,5.0,４ＬＤＫ,120.0,2015.0,12.0,ＲＣ,商業,未改装,7300.0
4661,西宮(阪神),3.0,3.0,２ＬＤＫ,75.0,2015.0,9.0,ＲＣ,商業,未改装,4200.0
4663,甲東園,8.0,4.0,３ＬＤＫ,80.0,2015.0,14.0,ＲＣ,１中住専,改装済み,3300.0
4664,仁川,18.0,5.0,４ＬＤＫ,75.0,2015.0,29.0,ＲＣ,１中住専,未改装,1500.0
4665,仁川,9.0,4.0,３ＬＤＫ,80.0,2015.0,9.0,ＲＣ,２中住専,未改装,3400.0
4667,今津(阪神),11.0,3.0,２ＬＤＫ,65.0,2015.0,14.0,ＲＣ,１種住居,未改装,2600.0
4668,今津(阪神),9.0,4.0,３ＬＤＫ,65.0,2015.0,14.0,ＲＣ,１種住居,未改装,2500.0
4669,今津(阪神),13.0,4.0,３ＬＤＫ,65.0,2015.0,7.0,ＲＣ,工業,未改装,2800.0
4670,阪神国道,11.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＲＣ,準工業,改装済み,2600.0
4671,阪神国道,6.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＲＣ,準工業,改装済み,3000.0
4672,阪神国道,6.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＲＣ,準工業,改装済み,3000.0
4673,阪神国道,5.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＲＣ,準工業,改装済み,2600.0
4674,西宮(ＪＲ),4.0,4.0,３ＬＤＫ,70.0,2015.0,19.0,ＳＲＣ,近隣商業,未改装,2500.0
4676,阪神国道,2.0,4.0,３ＬＤＫ,70.0,2015.0,7.0,ＲＣ,近隣商業,未改装,3000.0
4677,今津(阪神),3.0,4.0,３ＬＤＫ,60.0,2015.0,1.0,ＲＣ,近隣商業,未改装,2800.0
4678,今津(阪神),2.0,4.0,３ＬＤＫ,70.0,2015.0,11.0,ＲＣ,商業,未改装,2900.0
4679,今津(阪神),2.0,2.0,１Ｋ,25.0,2015.0,26.0,ＲＣ,商業,未改装,650.0
4680,今津(阪神),8.0,4.0,３ＬＤＫ,65.0,2015.0,13.0,ＲＣ,１種住居,未改装,3400.0
4681,今津(阪神),3.0,2.0,１ＤＫ,25.0,2015.0,26.0,ＲＣ,商業,未改装,400.0
4682,今津(阪神),7.0,4.0,３ＬＤＫ,65.0,2015.0,13.0,ＲＣ,１種住居,未改装,2600.0
4683,今津(阪神),8.0,4.0,３ＬＤＫ,55.0,2015.0,18.0,ＳＲＣ,１種住居,未改装,1900.0
4684,今津(阪神),8.0,3.0,２ＬＤＫ,55.0,2015.0,19.0,ＳＲＣ,１種住居,未改装,1700.0
4685,今津(阪神),8.0,3.0,２ＬＤＫ,55.0,2015.0,19.0,ＳＲＣ,１種住居,未改装,1500.0
4686,甲子園口,8.0,4.0,３ＬＤＫ,75.0,2015.0,14.0,ＲＣ,１中住専,改装済み,3300.0
4687,さくら夙川,6.0,4.0,３ＬＤＫ,65.0,2015.0,31.0,ＲＣ,１中住専,未改装,2000.0
4688,香櫨園,5.0,4.0,３ＬＤＫ,85.0,2015.0,13.0,ＲＣ,１中住専,未改装,3800.0
4690,西宮(ＪＲ),13.0,2.0,１Ｋ,15.0,2015.0,29.0,ＲＣ,近隣商業,未改装,580.0
4691,西宮(ＪＲ),14.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＳＲＣ,近隣商業,未改装,2500.0
4692,西宮北口,21.0,5.0,４ＬＤＫ,95.0,2015.0,18.0,ＲＣ,１種住居,未改装,3300.0
4693,西宮名塩,5.0,4.0,３ＬＤＫ,60.0,2015.0,19.0,ＲＣ,２中住専,未改装,900.0
4694,西宮名塩,25.0,4.0,３ＬＤＫ,65.0,2015.0,20.0,ＲＣ,１低住専,未改装,450.0
4695,西宮名塩,8.0,5.0,４ＬＤＫ,50.0,2015.0,11.0,ＲＣ,１中住専,未改装,1900.0
4696,苦楽園口,7.0,3.0,２ＬＤＫ,130.0,2015.0,26.0,ＲＣ,１中住専,未改装,3300.0
4697,苦楽園口,6.0,3.0,２ＬＤＫ,145.0,2015.0,26.0,ＲＣ,１中住専,未改装,3700.0
4698,宝塚,9.0,4.0,３ＬＤＫ,95.0,2015.0,11.0,ＲＣ,１種住居,未改装,3100.0
4699,生瀬,9.0,4.0,３ＬＤＫ,75.0,2015.0,16.0,ＳＲＣ,２中住専,未改装,1700.0
4701,生瀬,11.0,4.0,３ＬＤＫ,70.0,2015.0,18.0,ＳＲＣ,２中住専,改装済み,1600.0
4703,鳴尾・武庫川女子大前,6.0,4.0,３ＬＤＫ,65.0,2015.0,18.0,ＲＣ,近隣商業,未改装,2700.0
4705,夙川,9.0,4.0,３ＬＤＫ,90.0,2015.0,31.0,ＲＣ,１低住専,改装済み,3000.0
4706,仁川,2.0,5.0,４ＬＤＫ,95.0,2015.0,13.0,ＲＣ,１中住専,未改装,4400.0
4707,仁川,2.0,4.0,３ＬＤＫ,70.0,2015.0,14.0,ＲＣ,１中住専,未改装,2700.0
4708,西宮(阪神),11.0,2.0,１Ｋ,25.0,2015.0,7.0,ＲＣ,近隣商業,未改装,1200.0
4709,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＳＲＣ,１中住専,未改装,1200.0
4710,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＲＣ,１中住専,改装済み,1600.0
4712,西宮(阪神),30.0,3.0,２ＬＤＫ,120.0,2015.0,11.0,ＳＲＣ,１中住専,未改装,4900.0
4713,西宮(阪神),30.0,5.0,４ＬＤＫ,85.0,2015.0,17.0,ＳＲＣ,１中住専,未改装,1500.0
4714,西宮(阪神),30.0,4.0,３ＬＤＫ,65.0,2015.0,16.0,ＳＲＣ,近隣商業,未改装,1600.0
4715,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＳＲＣ,１中住専,改装済み,1500.0
4716,西宮(阪神),30.0,5.0,４ＬＤＫ,80.0,2015.0,17.0,ＳＲＣ,１中住専,未改装,1900.0
4717,西宮(阪神),30.0,4.0,３ＬＤＫ,85.0,2015.0,11.0,ＲＣ,１中住専,未改装,2500.0
4718,西宮(阪神),30.0,5.0,４ＬＤＫ,85.0,2015.0,17.0,ＲＣ,１中住専,未改装,1300.0
4719,西宮(阪神),30.0,5.0,４ＬＤＫ,110.0,2015.0,11.0,ＳＲＣ,１中住専,改装済み,3100.0
4720,西宮(阪神),30.0,4.0,３ＬＤＫ,75.0,2015.0,16.0,ＳＲＣ,近隣商業,改装済み,2700.0
4721,西宮(阪神),30.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＳＲＣ,１中住専,改装済み,1600.0
4722,西宮(ＪＲ),12.0,4.0,３ＬＤＫ,90.0,2016.0,29.0,ＲＣ,１種住居,未改装,2300.0
4723,門戸厄神,13.0,5.0,４ＬＤＫ,75.0,2015.0,5.0,ＲＣ,２中住専,未改装,3400.0
4724,西宮北口,14.0,4.0,３ＬＤＫ,75.0,2016.0,29.0,ＲＣ,１種住居,改装済み,2000.0
4725,門戸厄神,6.0,4.0,３ＬＤＫ,75.0,2015.0,13.0,ＲＣ,１中住専,未改装,3500.0
4726,門戸厄神,6.0,5.0,４ＬＤＫ,90.0,2015.0,13.0,ＲＣ,１中住専,未改装,4400.0
4727,門戸厄神,5.0,5.0,４ＬＤＫ,85.0,2015.0,29.0,ＲＣ,１中住専,改装済み,2000.0
4729,甲子園,7.0,3.0,２ＤＫ,45.0,2016.0,45.0,ＲＣ,１中住専,改装済み,1400.0
4730,甲子園,7.0,3.0,２ＬＤＫ,60.0,2016.0,45.0,ＲＣ,１中住専,改装済み,1600.0
4732,西宮(ＪＲ),7.0,4.0,３ＬＤＫ,75.0,2015.0,14.0,ＲＣ,近隣商業,未改装,3200.0
4733,西宮(ＪＲ),7.0,4.0,３ＬＤＫ,70.0,2015.0,14.0,ＲＣ,１種住居,未改装,2700.0
4734,鳴尾・武庫川女子大前,4.0,3.0,２ＬＤＫ,60.0,2016.0,20.0,ＲＣ,１種住居,未改装,2200.0
4735,甲子園,10.0,3.0,２ＬＤＫ,70.0,2015.0,19.0,ＲＣ,１中住専,未改装,2100.0
4736,甲子園,11.0,5.0,４ＬＤＫ,80.0,2015.0,14.0,ＲＣ,１中住専,改装済み,4000.0
4737,西宮北口,8.0,4.0,３ＬＤＫ,70.0,2016.0,4.0,ＲＣ,２種住居,未改装,3900.0
4738,西宮北口,8.0,3.0,２ＬＤＫ,75.0,2016.0,4.0,ＲＣ,２種住居,未改装,4300.0
4739,西宮北口,7.0,4.0,３ＬＤＫ,70.0,2016.0,4.0,ＲＣ,２種住居,未改装,3900.0
4741,西宮(阪神),5.0,3.0,２ＬＤＫ,60.0,2015.0,11.0,ＳＲＣ,商業,改装済み,2900.0
4742,西宮(阪神),4.0,3.0,２ＬＤＫ,65.0,2015.0,17.0,ＳＲＣ,商業,改装済み,2400.0
4743,西宮(阪神),4.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＳＲＣ,商業,未改装,2700.0
4744,西宮(阪神),6.0,4.0,３ＬＤＫ,70.0,2015.0,17.0,ＳＲＣ,商業,未改装,2900.0
4745,西宮(阪神),5.0,4.0,３ＬＤＫ,75.0,2015.0,17.0,ＳＲＣ,商業,未改装,2800.0
4746,西宮(阪神),5.0,4.0,３ＬＤＫ,65.0,2015.0,17.0,ＳＲＣ,商業,未改装,2800.0
4747,西宮(阪神),2.0,4.0,３ＬＤＫ,75.0,2015.0,16.0,ＳＲＣ,商業,改装済み,2700.0
4748,西宮(阪神),3.0,3.0,２ＬＤＫ,60.0,2015.0,9.0,ＲＣ,商業,未改装,3000.0
4749,門戸厄神,13.0,4.0,３ＬＤＫ,65.0,2016.0,15.0,ＲＣ,１中住専,未改装,2500.0
4750,門戸厄神,14.0,4.0,３ＬＤＫ,80.0,2016.0,15.0,ＲＣ,１中住専,未改装,3100.0
4751,門戸厄神,13.0,5.0,４ＬＤＫ,75.0,2016.0,15.0,ＲＣ,１中住専,未改装,3000.0
4753,西宮(ＪＲ),3.0,3.0,２ＬＤＫ,60.0,2016.0,40.0,ＳＲＣ,近隣商業,改装済み,1600.0
4754,西宮(ＪＲ),4.0,3.0,２ＤＫ,50.0,2016.0,40.0,ＳＲＣ,近隣商業,改装済み,1800.0
4755,西宮(ＪＲ),4.0,3.0,２ＤＫ,50.0,2016.0,40.0,ＳＲＣ,近隣商業,改装済み,1600.0
4756,西宮(ＪＲ),4.0,3.0,２ＤＫ,50.0,2016.0,40.0,ＳＲＣ,近隣商業,改装済み,1300.0
4757,西宮(ＪＲ),3.0,3.0,２ＬＤＫ,60.0,2016.0,23.0,ＳＲＣ,近隣商業,未改装,2400.0
4758,西宮(ＪＲ),4.0,3.0,２ＤＫ,50.0,2016.0,40.0,ＳＲＣ,近隣商業,未改装,1100.0
4759,甲子園,18.0,3.0,２ＬＤＫ,95.0,2015.0,11.0,ＳＲＣ,１種住居,未改装,3300.0
4760,甲子園,16.0,4.0,３ＬＤＫ,95.0,2015.0,13.0,ＳＲＣ,１種住居,未改装,3300.0
4761,甲子園,19.0,5.0,４ＬＤＫ,90.0,2015.0,13.0,ＳＲＣ,１種住居,未改装,2200.0
4762,今津(阪神),10.0,4.0,３ＬＤＫ,70.0,2015.0,2.0,ＲＣ,準工業,未改装,3000.0
4763,夙川,4.0,4.0,３ＬＤＫ,90.0,2012.0,14.0,ＲＣ,２中住専,未改装,4700.0
4764,夙川,2.0,4.0,３ＬＤＫ,70.0,2012.0,14.0,ＲＣ,２中住専,未改装,4000.0
4765,西宮(阪神),6.0,4.0,３ＬＤＫ,65.0,2015.0,15.0,ＳＲＣ,近隣商業,未改装,2300.0
4766,西宮(阪神),6.0,4.0,３ＬＤＫ,65.0,2015.0,15.0,ＳＲＣ,近隣商業,未改装,2500.0
4767,洲先,3.0,4.0,３ＬＤＫ,75.0,2015.0,16.0,ＲＣ,１種住居,改装済み,2600.0
4768,香櫨園,15.0,4.0,３ＬＤＫ,60.0,2016.0,38.0,ＳＲＣ,準工業,未改装,1000.0
4769,香櫨園,15.0,3.0,２ＤＫ,60.0,2016.0,38.0,ＳＲＣ,準工業,改装済み,1700.0
4770,香櫨園,15.0,3.0,２ＬＤＫ,70.0,2016.0,38.0,ＳＲＣ,準工業,未改装,1400.0
4771,東鳴尾,4.0,4.0,３ＬＤＫ,65.0,2015.0,36.0,ＳＲＣ,１種住居,改装済み,1500.0
4772,東鳴尾,5.0,4.0,３ＬＤＫ,60.0,2015.0,38.0,ＲＣ,１種住居,改装済み,1500.0
4774,西宮(阪神),16.0,4.0,３ＬＤＫ,75.0,2016.0,11.0,ＲＣ,準工業,未改装,2800.0
4775,甲陽園,24.0,4.0,３ＬＤＫ,70.0,2016.0,36.0,ＲＣ,１中住専,改装済み,1500.0
4776,今津(阪神),15.0,4.0,３ＬＤＫ,70.0,2015.0,19.0,ＲＣ,準工業,未改装,1900.0
4777,今津(阪神),15.0,5.0,４ＬＤＫ,90.0,2015.0,9.0,ＲＣ,準工業,未改装,3300.0
4778,今津(阪神),15.0,4.0,３ＬＤＫ,75.0,2015.0,9.0,ＲＣ,準工業,未改装,2800.0
4780,甲東園,19.0,3.0,２ＬＤＫ,60.0,2016.0,39.0,ＲＣ,１中住専,未改装,820.0
