ds,trend,trend_lower,trend_upper,yhat,yhat_lower,yhat_upper,yearly
1982-06-01,341.08697708445874,341.08697708445874,341.08697708445874,343.3931464934538,342.9133852919708,343.9224866385307,2.3061694089950744
1982-07-01,341.1790619514624,341.1790619514624,341.1790619514624,341.95489019478174,341.42848177236107,342.45239352940746,0.7758282433193091
1982-08-01,341.3218735646198,341.3218735646198,341.3218735646198,340.06214783622625,339.5497701578321,340.53552265272833,-1.2597257283935563
1982-09-01,341.4646851777772,341.4646851777772,341.4646851777772,338.3590073380749,337.866462399835,338.9091946019067,-3.1056778397022993
1982-10-01,341.60288996470376,341.60288996470376,341.60288996470376,338.2869186422387,337.75754643762076,338.82569644702636,-3.3159713224651055
1982-11-01,341.74570157786115,341.74570157786115,341.74570157786115,339.6526013307632,339.14054350021473,340.1564896052299,-2.0931002470979556
1982-12-01,341.8839063647877,341.8839063647877,341.8839063647877,340.9250524760338,340.3552606622645,341.4545066513432,-0.9588538887539255
1983-01-01,342.0267179779451,342.0267179779451,342.0267179779451,341.9871810359282,341.47820051927334,342.5314246152319,-0.03953694201690324
1983-02-01,342.16952959110256,342.16952959110256,342.16952959110256,342.76444600785885,342.25141686027257,343.29281644290904,0.5949164167562885
1983-03-01,342.2985207255673,342.2985207255673,342.2985207255673,343.5075350147683,343.00191734734886,344.0326566996514,1.2090142892009996
1983-04-01,342.4413323387247,342.4413323387247,342.4413323387247,344.9242625397158,344.41517121868316,345.38901501674246,2.4829302009911287
1983-05-01,342.57953712565126,342.57953712565126,342.57953712565126,345.5710181925482,345.04094604714203,346.09466852368865,2.9914810668969536
1983-06-01,342.7223487388087,342.7223487388087,342.7223487388087,345.06200978638896,344.5577392512416,345.5836259734676,2.3396610475802735
1983-07-01,342.8605535257352,342.8605535257352,342.8605535257352,343.6300930409884,343.1456081276861,344.17889601903767,0.7695395152532182
1983-08-01,343.0033651388926,343.0033651388926,343.0033651388926,341.7743907037546,341.27986133521154,342.30287104977396,-1.2289744351380203
1983-09-01,343.14617675205005,343.14617675205005,343.14617675205005,340.0536251267986,339.5553385143097,340.54798928383065,-3.092551625251456
1983-10-01,343.2843815389766,343.2843815389766,343.2843815389766,339.90939222789814,339.406471825656,340.44891168525106,-3.3749893110784774
1983-11-01,343.427193152134,343.427193152134,343.427193152134,341.3374525572993,340.803606817876,341.8667890685757,-2.0897405948347485
1983-12-01,343.5570433502603,343.5570433502603,343.5570433502603,342.60837587264905,342.0866771394314,343.1093166704568,-0.9486674776112375
1984-01-01,343.69122188832415,343.69122188832415,343.69122188832415,343.6750720894158,343.2130231214908,344.1776617261124,-0.016149798908388496
1984-02-01,343.825400426388,343.825400426388,343.825400426388,344.43704843380095,343.87194507222034,344.94851840393767,0.6116480074129451
1984-03-01,343.9509222845768,343.9509222845768,343.9509222845768,345.41029039837537,344.91323624073186,345.90187908918386,1.459368113798569
1984-04-01,344.0851008226406,344.0851008226406,344.0851008226406,346.5896256352361,346.0818337225426,347.1040499442144,2.5045248125954784
1984-05-01,344.21495102076693,344.21495102076693,344.21495102076693,347.11028792621374,346.61823797116256,347.5766100606605,2.8953369054468276
1984-06-01,344.3491295588308,344.3491295588308,344.3491295588308,346.5864528325761,346.04688962435637,347.1120196060171,2.2373232737453104
1984-07-01,344.4789797569571,344.4789797569571,344.4789797569571,345.2661687365849,344.7274970658784,345.76717128888043,0.7871889796278375
1984-08-01,344.6131582950209,344.6131582950209,344.6131582950209,343.2916297107149,342.81794573117344,343.77641261044,-1.3215285843060278
1984-09-01,344.7473368330848,344.7473368330848,344.7473368330848,341.6132874465518,341.159339750441,342.16560856625017,-3.134049386532996
1984-10-01,344.87718703121107,344.87718703121107,344.87718703121107,341.6805308914683,341.18111523440456,342.1429120316029,-3.196656139742732
1984-11-01,345.0113655692749,345.0113655692749,345.0113655692749,342.91509540211047,342.3953387386353,343.44811048298936,-2.0962701671644464
1984-12-01,345.1412157674012,345.1412157674012,345.1412157674012,344.163292091185,343.67054685746336,344.728236974254,-0.9779236762161932
1985-01-01,345.27539430546506,345.27539430546506,345.27539430546506,345.18811502410745,344.655649146246,345.69277128063607,-0.08727928135761978
1985-02-01,345.4095728435289,345.4095728435289,345.4095728435289,345.96656923846496,345.45836931110676,346.490183178524,0.5569963949360762
1985-03-01,345.53076636178014,345.53076636178014,345.53076636178014,346.90669704561145,346.3787445125215,347.446752046231,1.3759306838313037
1985-04-01,345.6350323610957,345.6350323610957,345.6350323610957,348.1308714478381,347.6174677829685,348.6623026218085,2.4958390867424383
1985-05-01,345.7359349410784,345.7359349410784,345.7359349410784,348.6627942853769,348.1556773987032,349.14914608173046,2.9268593442984883
1985-06-01,345.84020094039397,345.84020094039397,345.84020094039397,348.1122458492116,347.6112488574767,348.58837820430614,2.27204490881763
1985-07-01,345.9411035203767,345.9411035203767,345.9411035203767,346.722819051041,346.19122474475074,347.23626791323517,0.7817155306642655
1985-08-01,346.04536951969226,346.04536951969226,346.04536951969226,344.75478899295587,344.228702827854,345.2865504661235,-1.2905805267363895
